PUID_SIX,GENDER_DESC,REPORTING_ETHNICITY,UNDERREPRESENTED_MINORITY_IND,ADMISSIONS_ATTRIBUTE_DESC,COUNTY_DESC,STATE_PROVINCE_DESC,NATION_DESC,RESIDENCY_DESC,CONFIDENTIALITY_IND,DECEASED_STATUS,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,CAMPUS,COURSE_IDENTIFICATION,COURSE_SECTION_NUMBER,COURSE_REFERENCE_NUMBER,REGISTRATION_STATUS,REGISTRATION_STATUS_DESC,FINAL_GRADE,REPEAT_COURSE_IND
087009,Male,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A,
087147,Female,Hispanic/Latino,Y,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RW,**Web Registered**,C-,
087393,Male,White,N,,Kosciusko,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B-,
087684,Female,International,N,,Tippecanoe,Indiana,,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,B,I
091388,Female,International,N,,,,India,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B-,
092005,Male,International,N,,,,China,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RW,**Web Registered**,A+,
095984,Female,White,N,,Wells,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
096799,Female,White,N,,Kanawha,West Virginia,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RW,**Web Registered**,,
096884,Female,Asian,N,,Contra Costa,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL2,26668,W,Withdrawn-W,W,
097051,Female,White,N,1st Generation Student,Hendricks,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RE,**Registered**,F,I
097941,Female,White,N,1st Generation Student,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RW,**Web Registered**,A,I
098087,Female,Hispanic/Latino,Y,1st Generation Student,San Diego,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,A+,
099933,Female,Asian,N,,Dane,Wisconsin,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,B-,
100523,Female,White,N,1st Generation Student,Isle Of Wight,Virginia,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,C,
101373,Female,White,N,,Summit,Ohio,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
102833,Male,Asian,N,,San Diego,California,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
103145,Male,Hispanic/Latino,Y,,Orange,California,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RE,**Registered**,,
103542,Female,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
103731,Female,White,N,1st Generation Student,San Diego,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RW,**Web Registered**,C+,
105237,Male,Asian,N,,Santa Clara,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RW,**Web Registered**,A-,
105370,Female,International,N,1st Generation Student,,,China,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RW,**Web Registered**,B,
108107,Male,White,N,1st Generation Student,Greene,Pennsylvania,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,C,
110121,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
112429,Male,Asian,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RW,**Web Registered**,,
116666,Male,Unknown,N,,Bergen,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,DC,Drop Course,,
116666,Male,Unknown,N,,Bergen,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
117085,Female,International,N,,Marion,Indiana,,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,C+,
117153,Male,White,N,1st Generation Student,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,C,
117770,Female,Hispanic/Latino,Y,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
118482,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,B,I
119581,Female,White,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,B-,
119761,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A+,
120697,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
121313,Female,White,N,,Boone,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
121380,Male,Asian,N,,Tippecanoe,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
121918,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,W,Withdrawn-W,W,
122128,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RW,**Web Registered**,,
122494,Male,2 or more races,Y,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,A,
122532,Male,Black or African American,Y,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,C+,
122577,Male,Hispanic/Latino,Y,1st Generation Student,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,DC,Drop Course,,
122577,Male,Hispanic/Latino,Y,1st Generation Student,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
122612,Male,White,N,1st Generation Student,Wells,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A-,
122696,Male,White,N,,Adams,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A-,
122831,Female,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,A-,
122834,Female,White,N,,Lake,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,A,
122881,Male,White,N,,Wabash,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
122890,Male,White,N,,Noble,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,A,
122962,Female,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,C,
122983,Female,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,B,
122990,Male,Hispanic/Latino,Y,1st Generation Student,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,C+,
123037,Male,Asian,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,C+,
123088,Male,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RW,**Web Registered**,A-,
123106,Male,White,N,1st Generation Student,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B+,
123110,Male,White,N,,,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
123111,Male,White,N,,,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
123119,Male,Hispanic/Latino,Y,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,A-,
123448,Female,White,N,,Porter,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
123512,Female,White,N,1st Generation Student,,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,A,
123741,Female,Black or African American,Y,1st Generation Student,,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
123905,Male,White,N,1st Generation Student,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B,
123973,Male,White,N,1st Generation Student,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,C+,
124192,Female,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A+,
124240,Female,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,D-,
124243,Female,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B,
124256,Male,White,N,,Porter,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RW,**Web Registered**,,
124500,Female,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,A-,
124505,Female,White,N,,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B+,
124529,Male,White,N,1st Generation Student,La Porte,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,C,I
124606,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,C,
124651,Male,White,N,,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,A-,
125106,Female,White,N,,Noble,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B+,
125210,Male,2 or more races,Y,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,C,
125535,Female,White,N,1st Generation Student,Allen,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
125617,Male,White,N,,Allen,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,W,Withdrawn-W,W,
125617,Male,White,N,,Allen,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RW,**Web Registered**,,
125882,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B-,
126143,Male,Black or African American,Y,1st Generation Student,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,D-,I
126200,Male,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RW,**Web Registered**,,
126206,Female,White,N,,White,Indiana,,Resident,,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RE,**Registered**,,
126426,Female,White,N,1st Generation Student,Whitley,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,B,
126872,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
127052,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,F,
127052,Male,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
127193,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A-,
127258,Female,White,N,,Allen,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B+,
127439,Male,White,N,,Wells,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,C,
127441,Female,White,N,1st Generation Student,Wells,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RW,**Web Registered**,,
127979,Male,White,N,,Wells,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RW,**Web Registered**,D+,E
127990,Male,White,N,1st Generation Student,Noble,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B-,
128166,Male,White,N,1st Generation Student,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B-,
128193,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,F,
128424,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,C-,
128629,Male,White,N,1st Generation Student,Whitley,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
128645,Male,Hispanic/Latino,Y,,Bartholomew,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
128667,Male,White,N,1st Generation Student,Midland,Texas,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,W,Withdrawn-W,W,
128749,Female,White,N,1st Generation Student,Bartholomew,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,C+,I
129279,Female,White,N,1st Generation Student,Adams,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
129413,Male,White,N,1st Generation Student,La Porte,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
129690,Male,White,N,,Wells,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
129700,Female,White,N,,,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RE,**Registered**,,
129703,Male,Hispanic/Latino,Y,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A,
131077,Male,White,N,,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,A+,
131210,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,C+,
131381,Female,White,N,,La Porte,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
131384,Male,Black or African American,Y,,Contra Costa,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,B+,
131460,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
131539,Female,White,N,1st Generation Student,Lake,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
131553,Female,White,N,,Henry,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,B-,
131648,Male,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
131652,Female,2 or more races,N,,Vanderburgh,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,B+,
131673,Female,White,N,,,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B,
131689,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,C,
131755,Female,White,N,,Will,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RE,**Registered**,,
131803,Female,Hispanic/Latino,Y,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RE,**Registered**,C,
131922,Female,White,N,,Benton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
131923,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RW,**Web Registered**,,
131967,Female,White,N,1st Generation Student,Johnson,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,W,Withdrawn-W,W,
132076,Male,White,N,,Monroe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,A,
132078,Female,White,N,1st Generation Student,Carroll,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
132125,Female,White,N,,Clinton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
132155,Male,White,N,,Lawrence,Pennsylvania,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,CA,Cancel Administratively,,
132268,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
132332,Female,White,N,,Cook,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
132396,Female,White,N,1st Generation Student,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RW,**Web Registered**,,
132399,Male,White,N,,White,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,C+,
132424,Male,White,N,,La Porte,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B+,
132490,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RW,**Web Registered**,,
132536,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,B,
132589,Male,White,N,,Fulton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
132666,Male,White,N,1st Generation Student,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
132668,Male,White,N,,Warrick,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,037,32657,RW,**Web Registered**,B-,
132699,Male,White,N,,Boone,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,C+,
132706,Female,White,N,1st Generation Student,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
132785,Male,Hispanic/Latino,Y,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,CA,Cancel Administratively,,
132789,Female,White,N,,Hancock,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RW,**Web Registered**,C+,
132829,Male,White,N,,Madison,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,D,
132838,Female,White,N,1st Generation Student,Montgomery,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,W,Withdrawn-W,W,
132849,Male,White,N,,Jackson,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,B+,
132862,Male,Asian,N,,Dupage,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B+,
132946,Male,White,N,1st Generation Student,Boone,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
132958,Female,White,N,,Brown,Wisconsin,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
132974,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,A-,
132981,Female,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,A+,
132995,Female,White,N,,Johnson,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RW,**Web Registered**,,
133029,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,C+,I
133084,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,B,
133220,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
133240,Female,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,A,
133283,Female,Black or African American,Y,,,Georgia,United States,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B+,
133285,Female,White,N,1st Generation Student,Rush,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B+,
133317,Female,International,N,1st Generation Student,,,China,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,A,
133361,Male,White,N,,Stark,Ohio,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RW,**Web Registered**,A,
133381,Male,White,N,,Ripley,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,D,I
133567,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,B,
133572,Male,White,N,,St Joseph,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
133830,Male,White,N,1st Generation Student,Cass,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,B+,
134023,Male,White,N,,Peoria,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,C+,
134076,Male,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,C+,I
134215,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
134280,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,C-,I
134283,Female,Asian,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,DC,Drop Course,,
134404,Male,White,N,,Floyd,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
134413,Female,White,N,,Lawrence,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
134423,Female,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
134448,Female,White,N,,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
134458,Male,White,N,,Jackson,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,C+,
134576,Female,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
134707,Male,White,N,1st Generation Student,White,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
134791,Male,White,N,1st Generation Student,Clark,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,C,
